"dateTimeID","aussen14_1_1","aussen14_1_2","tempNum"
"T230217040000",2,2,22
"T230217050000",2,1.5,22
"T230217060000",1.5,1.5,22
"T230217070000",1.5,1.5,22
"T230217080000",2,1.5,22
"T230217090000",9,8.5,22
"T230217100000",10.5,10,22
"T230217110000",17.5,16,22
"T230217120000",16.5,16.5,22
"T230217130000",18,17.5,22
"T230217140000",19,18.5,22
"T230217150000",19.5,19.5,22
"T230217160000",19,18.5,22
"T230217170000",17.5,17,22
"T230217180000",16.5,16,22
"T230217190000",15.5,15.5,22
"T230217200000",15.5,15,22
"T230217210000",13,13,22
"T230217220000",13,12.5,22
"T230217230000",11.5,11,22
"T240217000000",11,11,22
"T240217010000",11,10.5,22
"T240217020000",6,6,22
"T240217030000",6.5,6.5,22
"T240217040000",6.5,6,22
"T240217050000",6,5.5,22
"T240217060000",6,5.5,22
"T240217070000",5.5,5.5,22
"T240217080000",5,5,22
"T240217090000",6,5.5,22
"T240217100000",6.5,6.5,22
"T240217110000",7.5,7,22
"T240217120000",8.5,8,22
"T240217130000",8,8,22
"T240217140000",8.5,8,22
"T240217150000",8.5,8.5,22
"T240217160000",7,7,22
"T240217170000",7,6.5,22
"T240217180000",5.5,5.5,22
"T240217190000",5,4.5,22
"T240217200000",3.5,3.5,22
"T240217210000",2.5,2.5,22
"T240217220000",2,2,22
"T240217230000",2,2,22
"T250217000000",1.5,1.5,22
"T250217010000",0.5,0.5,22
"T250217020000",0,0,22
"T250217030000",0,-0.5,22
"T250217040000",-0.5,-1,22
"T250217050000",-1,-1,22
"T250217060000",-1,-1.5,22
"T250217070000",0,-0.5,22
"T250217080000",0.5,0,22
"T250217090000",2.5,2,22
"T250217100000",0.5,0.5,22
"T250217110000",1.5,1.5,22
"T250217120000",4,3.5,22
"T250217130000",6,5.5,22
"T250217140000",7,6.5,22
"T250217150000",8.5,8.5,22
"T250217160000",9,9,22
"T250217170000",8,8,22
"T250217180000",6,5.5,22
"T250217190000",4,4,22
"T250217200000",3,2.5,22
"T250217210000",2.5,2,22
"T250217220000",1.5,1.5,22
"T250217230000",1,1,22
"T260217000000",1,0.5,22
"T260217010000",1,0.5,22
"T260217020000",0.5,0.5,22
"T260217030000",0.5,0.5,22
"T260217040000",0,0,22
"T260217050000",0,-0.5,22
"T260217060000",-0.5,-0.5,22
"T260217070000",-1,-1,22
"T260217080000",0.5,0.5,22
"T260217090000",3,2.5,22
"T260217100000",5.5,5,22
"T260217110000",8.5,8,22
"T260217120000",11.5,11.5,22
"T260217130000",11.5,11.5,22
"T260217140000",12.5,12.5,22
"T260217150000",12.5,12,22
"T260217160000",12,12,22
"T260217170000",11,11,22
"T260217180000",9,9,22
"T260217190000",7,6.5,22
"T260217200000",5.5,5,22
"T260217210000",4.5,4,22
"T260217220000",3.5,3,22
"T260217230000",2,2,22
"T270217000000",1.5,1.5,22
"T270217010000",1,0.5,22
"T270217020000",0.5,0,22
"T270217030000",0,0,22
"T270217040000",0,-0.5,22
"T270217050000",-0.5,-1,22
"T270217060000",-1,-1,22
"T270217070000",-0.5,-1,22
"T270217080000",0.5,0,22
"T270217090000",5,4.5,
"T270217100000",5.5,5,
"T270217110000",10,8.5,
"T270217120000",11,10.5,
"T270217130000",13.5,13,
"T270217140000",15,14.5,
"T270217150000",16,16,
"T270217160000",16.5,16.5,
"T270217170000",13.5,13,
"T270217180000",11.5,11.5,
"T270217190000",10.5,10.5,
"T270217200000",8,7.5,
"T270217210000",10.5,10,
"T270217220000",10.5,10.5,
"T270217230000",10,9.5,
