"dateTimeID","messID","dt_string","datetime_lt","datetime_ct","day","hour","Log_05","Log_10","Log_11","Log_14","Log_19","Log_20","Log_22","Log_23","Log_24","Log_26","Log_27","Log_28","Log_29","Log_30","Log_31","Log_32","Log_36","Log_37","Log_39","Log_40","aussen14_1_1","aussen14_1_2","tempNum"
"T270117060000",230,"2017-01-27 06:00:00",2017-01-27 06:00:00,2017-01-27 06:00:00,"Fr. 27 Jan 2017","06",21,19,19,19.5,19,21.5,17.75,19,19.25,19.5,19,18.75,21,18,19.5,20,19.25,18,21.25,18.5,-5,-5.5,22
"T270117070000",231,"2017-01-27 07:00:00",2017-01-27 07:00:00,2017-01-27 07:00:00,"Fr. 27 Jan 2017","07",20.75,19,19,19.5,18.75,21.25,17.75,19,19.25,20,19,18.75,21,18,19.5,20,19,17,21.25,18,-5.5,-5.5,22
"T270117080000",232,"2017-01-27 08:00:00",2017-01-27 08:00:00,2017-01-27 08:00:00,"Fr. 27 Jan 2017","08",21.25,19.25,19.25,19.5,19,21.75,18,20.25,19.5,20,19.5,19,21.5,18.25,20,20.5,19.5,18,22,18.5,-5,-5.5,24
"T270117090000",233,"2017-01-27 09:00:00",2017-01-27 09:00:00,2017-01-27 09:00:00,"Fr. 27 Jan 2017","09",22,20,20,20.25,19.5,22.5,18.5,20.75,20,21,20,19.75,22,18.75,21,21,20,19,22.75,19,-4,-4.5,24
"T270117100000",234,"2017-01-27 10:00:00",2017-01-27 10:00:00,2017-01-27 10:00:00,"Fr. 27 Jan 2017","10",22.75,21,20.75,21.5,20.25,23.25,19.5,21.5,21,22,21,20.75,22.5,19.75,22.5,22,20.5,19.5,23.25,20,-2.5,-3,24
"T270117110000",235,"2017-01-27 11:00:00",2017-01-27 11:00:00,2017-01-27 11:00:00,"Fr. 27 Jan 2017","11",23.25,22.25,21.5,22.5,21,23.75,20.5,21.5,22,22.5,22.5,22,23,21,23.5,23,21,20.5,23.75,20.75,-1,-1.5,24
"T270117120000",236,"2017-01-27 12:00:00",2017-01-27 12:00:00,2017-01-27 12:00:00,"Fr. 27 Jan 2017","12",24,23.5,22.25,23.5,21.75,24.5,22,21.75,22.75,23.25,23.5,23,24,22.25,24.5,23.5,22,21,24.5,21.5,0,-0.5,24
"T270117130000",237,"2017-01-27 13:00:00",2017-01-27 13:00:00,2017-01-27 13:00:00,"Fr. 27 Jan 2017","13",24.25,24.25,23,24,22.25,25,23,22,23.5,23.75,24.5,23.75,24.5,23.25,25,24,22.5,22,24.75,22.5,0.5,0.5,24
"T270117140000",238,"2017-01-27 14:00:00",2017-01-27 14:00:00,2017-01-27 14:00:00,"Fr. 27 Jan 2017","14",24.25,24.75,23,24,22.5,24.75,23,22,23.75,23.5,24.5,23.75,24.25,23.5,25.25,24,22.5,22,24.5,22.5,2.5,2,24
"T270117150000",239,"2017-01-27 15:00:00",2017-01-27 15:00:00,2017-01-27 15:00:00,"Fr. 27 Jan 2017","15",24,24.25,22.5,23.5,22.25,24.5,23,22.25,23.25,23.25,24,23.5,24,23,24.75,23.75,22,22,24,22,3,2.5,24
"T270117160000",240,"2017-01-27 16:00:00",2017-01-27 16:00:00,2017-01-27 16:00:00,"Fr. 27 Jan 2017","16",23.75,23,22.5,23,22,24.25,22,22.5,22.75,23,23,23,24,22,23.5,23.5,22,21.5,23.75,22,2.5,2.5,24
"T270117170000",241,"2017-01-27 17:00:00",2017-01-27 17:00:00,2017-01-27 17:00:00,"Fr. 27 Jan 2017","17",23.75,22.25,21.75,22.25,21.5,24.25,21.25,22,22.25,22,22.25,22,24,21.25,23,23,21.75,21,23.75,21.25,0.5,0.5,22
"T270117180000",242,"2017-01-27 18:00:00",2017-01-27 18:00:00,2017-01-27 18:00:00,"Fr. 27 Jan 2017","18",22.75,20.75,20.75,21,20.75,23.25,20,21,21.25,21.5,21,20.75,23,20,21,22,21,20,23,20.5,-1,-1.5,22
"T270117190000",243,"2017-01-27 19:00:00",2017-01-27 19:00:00,2017-01-27 19:00:00,"Fr. 27 Jan 2017","19",22.5,20.5,20.5,21,20.5,22.75,19.5,21,20.75,21.5,20.5,20.5,22.5,19.5,21,21.75,20.75,19.5,23,20,-1.5,-2,22
"T270117200000",244,"2017-01-27 20:00:00",2017-01-27 20:00:00,2017-01-27 20:00:00,"Fr. 27 Jan 2017","20",22.25,20.75,20.5,21,20.25,22.75,19.5,21,20.75,21.5,20.5,20.5,22.5,19.5,21,21.5,20.5,19.5,22.75,19.5,-2.5,-2.5,22
"T270117210000",245,"2017-01-27 21:00:00",2017-01-27 21:00:00,2017-01-27 21:00:00,"Fr. 27 Jan 2017","21",22.25,20.25,20.25,20.5,20,22.25,19.5,20.5,20.75,21,20.5,20.25,22,19.25,20.75,21.25,20.5,19,22.5,19.5,-2.5,-2.5,22
"T270117220000",246,"2017-01-27 22:00:00",2017-01-27 22:00:00,2017-01-27 22:00:00,"Fr. 27 Jan 2017","22",22,20.25,20,20.5,20,22.25,19,20.5,20.25,21,20.25,20,22,19,20.5,21.25,20.25,19,22.25,19.25,-2.5,-2.5,22
"T270117230000",247,"2017-01-27 23:00:00",2017-01-27 23:00:00,2017-01-27 23:00:00,"Fr. 27 Jan 2017","23",22.25,20.25,20,20.5,20,22.5,19.25,20.5,20.5,21,20.5,20.25,22,19.25,21,21.25,20.25,19,22.75,19.5,-2,-2.5,22
"T280117000000",248,"2017-01-28 00:00:00",2017-01-28 00:00:00,2017-01-28 00:00:00,"Sa. 28 Jan 2017","00",22.25,20.25,20,20.5,20,22.25,19.25,20.5,20.5,21,20.5,20,22,19.25,21,21.25,20.25,19,22.5,19.5,-3,-3,22
"T280117010000",249,"2017-01-28 01:00:00",2017-01-28 01:00:00,2017-01-28 01:00:00,"Sa. 28 Jan 2017","01",21.75,20.25,20,20.5,19.75,22.25,19,20.75,20.25,21,20,20,22,19,20.5,21,20.25,19,22.25,19,-3,-3,22
"T280117020000",250,"2017-01-28 02:00:00",2017-01-28 02:00:00,2017-01-28 02:00:00,"Sa. 28 Jan 2017","02",21.75,20.25,20,20.5,19.75,22.25,19,20.25,20.25,21,20,19.75,22,19,20.5,21,20,19,22.25,19,-3,-3,22
"T280117030000",251,"2017-01-28 03:00:00",2017-01-28 03:00:00,2017-01-28 03:00:00,"Sa. 28 Jan 2017","03",21.75,20,20,20.25,19.75,22.25,19,20,20.25,21,20,19.75,21.5,19,20.5,21,20,19,22.25,19,-3.5,-3.5,22
"T280117040000",252,"2017-01-28 04:00:00",2017-01-28 04:00:00,2017-01-28 04:00:00,"Sa. 28 Jan 2017","04",21.75,19.75,19.75,20.25,19.75,22.25,19,20,20.25,21,20,19.75,21.5,18.75,20.5,21,20,18.5,22.25,19,-3.5,-4,22
"T280117050000",253,"2017-01-28 05:00:00",2017-01-28 05:00:00,2017-01-28 05:00:00,"Sa. 28 Jan 2017","05",21.75,19.75,19.75,20,19.5,22,19,20,20.25,19.5,20,19.75,21.5,18.75,20.5,21,20,18.5,22.25,19,-4,-4,22
"T280117060000",254,"2017-01-28 06:00:00",2017-01-28 06:00:00,2017-01-28 06:00:00,"Sa. 28 Jan 2017","06",21.75,19.75,19.75,20,19.5,22,18.75,20.5,20,20.5,20,19.5,21.5,18.75,20,21,20,18.5,22.25,19,-3.5,-4,22
"T280117070000",255,"2017-01-28 07:00:00",2017-01-28 07:00:00,2017-01-28 07:00:00,"Sa. 28 Jan 2017","07",21.75,19.75,19.75,20,19.5,22,18.75,20,20,20.5,20,19.5,21.5,18.75,20,20.75,20,18,22.25,18.5,-3.5,-4,22
"T280117080000",256,"2017-01-28 08:00:00",2017-01-28 08:00:00,2017-01-28 08:00:00,"Sa. 28 Jan 2017","08",22.25,20.25,20,20.5,20,22.75,19,21,20.25,21,20,19.75,22,19,20.5,21.25,20.25,19,22.75,19,-3.5,-4,24
"T280117090000",257,"2017-01-28 09:00:00",2017-01-28 09:00:00,2017-01-28 09:00:00,"Sa. 28 Jan 2017","09",22.75,20.75,20.5,21,20.25,23,19.5,21.25,20.75,21.5,20.75,20.25,22.5,19.5,21.5,21.75,20.5,19.5,23.25,19.5,-2.5,-2.5,24
"T280117100000",258,"2017-01-28 10:00:00",2017-01-28 10:00:00,2017-01-28 10:00:00,"Sa. 28 Jan 2017","10",23.25,21.75,21.5,22,20.75,23.5,20.5,22,21.75,22.5,21.75,21.25,23,20.25,23,22.75,21,20,23.75,20.5,0.5,0,24
"T280117110000",259,"2017-01-28 11:00:00",2017-01-28 11:00:00,2017-01-28 11:00:00,"Sa. 28 Jan 2017","11",23.75,22.75,22,23,21.5,24.25,21.5,21.75,22.75,23,23,22.5,23.5,21.75,24,23.5,21.75,21,24.25,21.5,2.5,1.5,24
"T280117120000",260,"2017-01-28 12:00:00",2017-01-28 12:00:00,2017-01-28 12:00:00,"Sa. 28 Jan 2017","12",24.5,24.25,23,24.25,22.25,24.75,22.5,22,23.5,24,24.25,23.5,24.5,23,25,24,22.5,22,24.75,22.5,3,2.5,24
"T280117130000",261,"2017-01-28 13:00:00",2017-01-28 13:00:00,2017-01-28 13:00:00,"Sa. 28 Jan 2017","13",24.5,25.25,23.25,24.5,22.75,25.25,23.5,22,24,24,25,24.25,24.5,24,25.5,24.5,22.5,22.5,24.75,23,4.5,4.5,24
"T280117140000",262,"2017-01-28 14:00:00",2017-01-28 14:00:00,2017-01-28 14:00:00,"Sa. 28 Jan 2017","14",24.25,25.25,23,24,22.5,24.75,23.5,22,23.75,23.5,24.5,24,24,23.5,25.25,24,22.5,22,24,22.5,6.5,6,24
"T280117150000",263,"2017-01-28 15:00:00",2017-01-28 15:00:00,2017-01-28 15:00:00,"Sa. 28 Jan 2017","15",24.25,25.25,23,24,22.75,24.75,23.5,22.5,23.75,23.75,24.75,24,24,23.75,25,24,22.5,22,24,22.5,7.5,7,24
"T280117160000",264,"2017-01-28 16:00:00",2017-01-28 16:00:00,2017-01-28 16:00:00,"Sa. 28 Jan 2017","16",23.75,23.75,22.5,23.25,22.25,24.25,22.5,22,23.25,23,23.5,23.25,23.75,22.5,23.75,23.5,22.25,22,23.75,22,5,5,24
"T280117170000",265,"2017-01-28 17:00:00",2017-01-28 17:00:00,2017-01-28 17:00:00,"Sa. 28 Jan 2017","17",23.75,22.5,22,22.5,22,24.25,21.5,22.25,22.5,22.5,22.5,22.5,24,21.5,22.5,23,22,21.5,23.75,21.75,3.5,3.5,22
"T280117180000",266,"2017-01-28 18:00:00",2017-01-28 18:00:00,2017-01-28 18:00:00,"Sa. 28 Jan 2017","18",22.75,21,21,21.5,21,23.25,20.5,21.25,21.25,21.75,21,21.25,23,20.25,21,22,21.25,20.5,22.75,20.75,2,1.5,22
"T280117190000",267,"2017-01-28 19:00:00",2017-01-28 19:00:00,2017-01-28 19:00:00,"Sa. 28 Jan 2017","19",22.75,20.75,21,21,20.75,22.75,20,21,21.25,21.5,21,20.75,22.5,20,21,22,21,20,22.75,20.25,0,0,22
"T280117200000",268,"2017-01-28 20:00:00",2017-01-28 20:00:00,2017-01-28 20:00:00,"Sa. 28 Jan 2017","20",22.25,20.75,20.5,21,20.5,22.75,19.75,21.5,20.75,21.5,20.75,20.5,22.5,19.75,21,21.75,21,19.5,22.75,20,-1,-1,22
"T280117210000",269,"2017-01-28 21:00:00",2017-01-28 21:00:00,2017-01-28 21:00:00,"Sa. 28 Jan 2017","21",22.25,20.75,20.5,21,20.5,22.75,19.75,21,20.75,21.5,20.75,20.5,22.5,19.75,21,21.5,20.75,19.5,22.75,19.75,-1.5,-2,22
"T280117220000",270,"2017-01-28 22:00:00",2017-01-28 22:00:00,2017-01-28 22:00:00,"Sa. 28 Jan 2017","22",22.25,20.5,20.5,21,20.25,22.5,19.5,20.75,20.75,21.5,20.5,20.25,22,19.5,21,21.5,20.5,19,22.5,19.5,-2,-2.5,22
"T280117230000",271,"2017-01-28 23:00:00",2017-01-28 23:00:00,2017-01-28 23:00:00,"Sa. 28 Jan 2017","23",22.25,20.25,20.25,20.5,20,22.5,19.5,20.75,20.75,21.25,20.5,20.25,22,19.25,21,21.5,20.5,19,22.5,19.5,-2.5,-2.5,22
"T290117000000",272,"2017-01-29 00:00:00",2017-01-29 00:00:00,2017-01-29 00:00:00,"So. 29 Jan 2017","00",22.25,20.25,20,20.5,20,22.25,19.5,20.5,20.75,21,20.5,20.25,22,19.25,21,21.25,20.5,19,22.25,19.5,-3,-3,22
"T290117010000",273,"2017-01-29 01:00:00",2017-01-29 01:00:00,2017-01-29 01:00:00,"So. 29 Jan 2017","01",22,20,20,20.5,20,22.25,19,20.5,20.25,21,20,20,22,19.25,20.5,21.25,20.25,19,22.25,19.25,-3,-3.5,22
"T290117020000",274,"2017-01-29 02:00:00",2017-01-29 02:00:00,2017-01-29 02:00:00,"So. 29 Jan 2017","02",21.75,20,20,20.5,19.75,22.25,19,20.5,20.25,21,20,20,22,19,20.5,21,20.25,19,22.25,19,-3,-3.5,22
"T290117030000",275,"2017-01-29 03:00:00",2017-01-29 03:00:00,2017-01-29 03:00:00,"So. 29 Jan 2017","03",21.75,19.75,20,20.25,19.75,22.25,19,20.25,20.25,21,20,19.75,22,19,20.5,21,20,18.5,22.25,19,-3.5,-3.5,22
"T290117040000",276,"2017-01-29 04:00:00",2017-01-29 04:00:00,2017-01-29 04:00:00,"So. 29 Jan 2017","04",21.75,19.75,20,20,19.5,22,19,20.25,20.25,21,20,19.75,21.5,19,20.5,21,20,18.5,22.25,19,-4,-4,22
"T290117050000",277,"2017-01-29 05:00:00",2017-01-29 05:00:00,2017-01-29 05:00:00,"So. 29 Jan 2017","05",21.75,19.75,19.75,20,19.5,22,19,20.5,20.25,19.5,20,19.75,21.5,18.75,20.5,21,20,18.5,22,19,-4,-4,22
"T290117060000",278,"2017-01-29 06:00:00",2017-01-29 06:00:00,2017-01-29 06:00:00,"So. 29 Jan 2017","06",21.75,19.75,19.5,20,19.5,21.75,18.75,20,20,20,19.75,19.5,21.5,18.75,20,20.75,20,18.5,22,18.75,-4,-4,22
"T290117070000",279,"2017-01-29 07:00:00",2017-01-29 07:00:00,2017-01-29 07:00:00,"So. 29 Jan 2017","07",21.5,19.5,19.5,20,19.25,21.75,18.5,20,19.75,20.5,19.5,19.5,21.5,18.75,20,20.75,19.75,18,22,18.5,-4,-4.5,22
"T290117080000",280,"2017-01-29 08:00:00",2017-01-29 08:00:00,2017-01-29 08:00:00,"So. 29 Jan 2017","08",22,20,20,20.5,19.75,22.5,19,20.5,20.25,21,20,19.75,22,19,20.5,21,20,18.75,22.75,19,-4,-4,24
"T290117090000",281,"2017-01-29 09:00:00",2017-01-29 09:00:00,2017-01-29 09:00:00,"So. 29 Jan 2017","09",22,20.75,20,20,20,22.75,19.25,21.5,20.25,20,20.5,20,22,19.25,21,21.5,20,18.5,22.75,18.75,-3,-3,24
"T290117100000",282,"2017-01-29 10:00:00",2017-01-29 10:00:00,2017-01-29 10:00:00,"So. 29 Jan 2017","10",23,21.75,21,21,20.75,23.5,20.5,21.5,21.25,21.25,21.5,21.25,23,20.5,23,23,21,20,23.75,20,1,0.5,24
"T290117110000",283,"2017-01-29 11:00:00",2017-01-29 11:00:00,2017-01-29 11:00:00,"So. 29 Jan 2017","11",23.75,23.25,22.5,23,21.75,24.25,22,22,22.75,23,23.5,22.75,23.5,22,24,23.5,22,21,24.5,21.25,4.5,3.5,24
"T290117120000",284,"2017-01-29 12:00:00",2017-01-29 12:00:00,2017-01-29 12:00:00,"So. 29 Jan 2017","12",24.5,24.5,23,24,22.5,25,23,22.5,23.75,24,24.5,24,24.5,23.5,25.5,24.5,22.5,22,25,22.25,5.5,5,24
"T290117130000",285,"2017-01-29 13:00:00",2017-01-29 13:00:00,2017-01-29 13:00:00,"So. 29 Jan 2017","13",24.25,24.75,22.5,23.5,22.5,24.5,23.25,22,23.5,23,24.5,23.75,24,23.5,25,24,22,22,24,22,6.5,6,24
"T290117140000",286,"2017-01-29 14:00:00",2017-01-29 14:00:00,2017-01-29 14:00:00,"So. 29 Jan 2017","14",24,25.5,22.5,23.25,22.5,24.25,23.5,22,23.25,23,24.5,23.75,24,23.5,25.25,23.75,22,22,23.5,22,8,7.5,24
"T290117150000",287,"2017-01-29 15:00:00",2017-01-29 15:00:00,2017-01-29 15:00:00,"So. 29 Jan 2017","15",24,25.75,23,23.75,22.5,24.5,23.5,22.5,23.5,23.5,24.5,24,24,23.75,25.25,24,22.5,22,23.75,22.5,9,8.5,24
"T290117160000",288,"2017-01-29 16:00:00",2017-01-29 16:00:00,2017-01-29 16:00:00,"So. 29 Jan 2017","16",24,24.25,23,23.5,22.5,24.25,23,22.5,23.5,23.5,24.25,23.75,24,23,24,23.5,22.5,22,23.75,22.25,8.5,8.5,24
"T290117170000",289,"2017-01-29 17:00:00",2017-01-29 17:00:00,2017-01-29 17:00:00,"So. 29 Jan 2017","17",23.5,22.75,22,22.5,22,23.75,22,22.25,22.75,22,23,22.75,23.5,22,23,23,22,21.5,23.25,21.75,4,3.5,22
"T290117180000",290,"2017-01-29 18:00:00",2017-01-29 18:00:00,2017-01-29 18:00:00,"So. 29 Jan 2017","18",22.75,21,21,21.5,21,22.75,20.5,21,21.5,21.5,21.5,21.25,23,20.5,21,22,21,20.5,22.5,20.75,1.5,1.5,22
"T290117190000",291,"2017-01-29 19:00:00",2017-01-29 19:00:00,2017-01-29 19:00:00,"So. 29 Jan 2017","19",22.5,20.75,21,21.25,20.75,22.75,20,21,21.25,21.5,21,20.75,23,20,20.5,22,21,20,22.75,20.25,0.5,0.5,22
"T290117200000",292,"2017-01-29 20:00:00",2017-01-29 20:00:00,2017-01-29 20:00:00,"So. 29 Jan 2017","20",22.25,20.75,20.5,21,20.75,22.75,20,21.5,21,21.5,21,20.75,22.5,20,21.5,21.75,21,20,23,20,0,-0.5,22
"T290117210000",293,"2017-01-29 21:00:00",2017-01-29 21:00:00,2017-01-29 21:00:00,"So. 29 Jan 2017","21",22.25,20.75,20.5,21,20.5,22.75,20,21.5,21,21.5,21,20.75,22.5,19.75,21,22,21,19.5,22.75,20,-0.5,-1,22
"T290117220000",294,"2017-01-29 22:00:00",2017-01-29 22:00:00,2017-01-29 22:00:00,"So. 29 Jan 2017","22",22.25,20.75,20.5,21,20.5,22.75,20,21,20.75,21.5,20.75,20.5,22.5,19.75,21,21.75,20.75,19.5,22.75,19.75,-1.5,-1.5,22
"T290117230000",295,"2017-01-29 23:00:00",2017-01-29 23:00:00,2017-01-29 23:00:00,"So. 29 Jan 2017","23",22.25,20.75,20.5,21,20.5,22.75,19.75,21,20.75,21.5,20.5,20.5,22,19.75,21,21.5,20.5,19.5,22.5,19.5,-1.5,-2,22
"T300117000000",296,"2017-01-30 00:00:00",2017-01-30 00:00:00,2017-01-30 00:00:00,"Mo. 30 Jan 2017","00",22.25,20.5,20.5,20.75,20.25,22.5,19.5,21,20.75,21.5,20.5,20.25,22,19.5,21,21.5,20.5,19,22.5,19.5,-2,-2,22
"T300117010000",297,"2017-01-30 01:00:00",2017-01-30 01:00:00,2017-01-30 01:00:00,"Mo. 30 Jan 2017","01",22.25,20.5,20.25,20.5,20.25,22.5,19.5,20.75,20.75,21.5,20.5,20.25,22,19.5,21,21.5,20.5,19,22.75,19.5,-2.5,-2.5,22
"T300117020000",298,"2017-01-30 02:00:00",2017-01-30 02:00:00,2017-01-30 02:00:00,"Mo. 30 Jan 2017","02",22.25,20.25,20,20.5,20,22.25,19.5,21,20.75,21,20.5,20.25,22,19.25,21,21.5,20.5,19,22.5,19.5,-3,-3,22
"T300117030000",299,"2017-01-30 03:00:00",2017-01-30 03:00:00,2017-01-30 03:00:00,"Mo. 30 Jan 2017","03",22.25,20.25,20,20.5,20,22.25,19.5,20.5,20.25,21,20.25,20,22,19.25,21,21.25,20.25,19,22.5,19.25,-2.5,-3,22
"T300117040000",300,"2017-01-30 04:00:00",2017-01-30 04:00:00,2017-01-30 04:00:00,"Mo. 30 Jan 2017","04",22.25,20.25,20,20.5,20,22.25,19.25,20.5,20.25,21,20.25,20,22,19.25,21,21.25,20.25,19,22.5,19.25,-2.5,-3,22
"T300117050000",301,"2017-01-30 05:00:00",2017-01-30 05:00:00,2017-01-30 05:00:00,"Mo. 30 Jan 2017","05",22.25,20.25,20,20.5,20,22.5,19.5,20.75,20.5,20,20.5,20.25,22,19.25,21,21.5,20.5,19,22.5,19.5,-2,-2,22
"T300117060000",302,"2017-01-30 06:00:00",2017-01-30 06:00:00,2017-01-30 06:00:00,"Mo. 30 Jan 2017","06",22.25,20.75,20.5,20.75,20.25,22.75,19.5,21,20.75,21,20.5,20.25,22,19.5,21.5,21.5,20.5,19.5,22.75,19.5,-1.5,-2,22
"T300117070000",303,"2017-01-30 07:00:00",2017-01-30 07:00:00,2017-01-30 07:00:00,"Mo. 30 Jan 2017","07",22.25,20.75,20.5,21,20.5,22.75,19.75,21.5,20.75,21,20.5,20.5,22,19.75,21.5,21.5,20.75,19,22.75,19.5,-1,-1.5,22
"T300117080000",304,"2017-01-30 08:00:00",2017-01-30 08:00:00,2017-01-30 08:00:00,"Mo. 30 Jan 2017","08",22.5,20.75,20.5,21,20.5,22.75,19.5,22,20.75,21.5,20.5,20.5,22.5,19.75,21,21.5,21,19.5,23,19.75,0.5,0.5,24
"T300117090000",305,"2017-01-30 09:00:00",2017-01-30 09:00:00,2017-01-30 09:00:00,"Mo. 30 Jan 2017","09",22.75,20.75,21,21,20.5,23.25,20,22,20.75,22,20.75,20.5,23,19.75,21.5,22,21,20,23.25,20,1,1,24
"T300117100000",306,"2017-01-30 10:00:00",2017-01-30 10:00:00,2017-01-30 10:00:00,"Mo. 30 Jan 2017","10",23.25,21.75,21.5,22,21,23.75,20.5,22.75,21.75,22.5,21.5,21.5,23,20.5,23,22.5,21.5,20.5,23.75,20.75,2.5,2.5,24
"T300117110000",307,"2017-01-30 11:00:00",2017-01-30 11:00:00,2017-01-30 11:00:00,"Mo. 30 Jan 2017","11",23.5,22.25,22,21.5,21.5,23.75,21,23,22.25,22.5,22.25,22,23.5,21,23.5,22.75,21.75,21,23.75,21,2.5,2.5,24
"T300117120000",308,"2017-01-30 12:00:00",2017-01-30 12:00:00,2017-01-30 12:00:00,"Mo. 30 Jan 2017","12",23.75,22.75,22.25,21.5,21.75,24.25,21.5,23.25,22.25,23,22.5,22.25,24,21.5,23.5,23.75,22,21.5,24.5,21.5,3.5,3,24
"T300117130000",309,"2017-01-30 13:00:00",2017-01-30 13:00:00,2017-01-30 13:00:00,"Mo. 30 Jan 2017","13",23.75,22.25,22,22,21.75,24.25,21.5,23,22.25,23,22,22,23.5,21.5,23,23.5,22,21.5,24.25,21.5,3,3,24
"T300117140000",310,"2017-01-30 14:00:00",2017-01-30 14:00:00,2017-01-30 14:00:00,"Mo. 30 Jan 2017","14",23.75,22.25,22,22,21.75,24.25,21.25,23,22.25,23,22.25,22,23.5,21.25,23,23,22,21,24.25,21.5,4,3.5,24
"T300117150000",311,"2017-01-30 15:00:00",2017-01-30 15:00:00,2017-01-30 15:00:00,"Mo. 30 Jan 2017","15",23.25,21.75,21.5,21.5,21.5,23.25,21,22.5,21.75,22.5,21.75,21.5,23,21,22.5,22.75,21.5,21,23.75,21,4,4,24
"T300117160000",312,"2017-01-30 16:00:00",2017-01-30 16:00:00,2017-01-30 16:00:00,"Mo. 30 Jan 2017","16",22.75,21.75,21,21.25,21,23.25,20.5,22.25,21.75,22.25,21.5,21.25,23,20.5,21.5,22.5,21.25,20.5,23.25,20.5,6,6,24
"T300117170000",313,"2017-01-30 17:00:00",2017-01-30 17:00:00,2017-01-30 17:00:00,"Mo. 30 Jan 2017","17",22.75,21.25,21,21,21,22.75,20.5,22,21.25,21,21,21,23,20.25,21.5,22,21,20,22.75,20.5,4.5,4.5,22
"T300117180000",314,"2017-01-30 18:00:00",2017-01-30 18:00:00,2017-01-30 18:00:00,"Mo. 30 Jan 2017","18",22.5,21,20.5,21,20.75,22.75,20,21.75,21,21.5,21,20.75,23,20,21,22,21,20,23,20.25,4.5,4.5,22
"T300117190000",315,"2017-01-30 19:00:00",2017-01-30 19:00:00,2017-01-30 19:00:00,"Mo. 30 Jan 2017","19",22.5,21.25,20.75,21,20.75,22.75,20,21.5,20.75,21.5,21,20.5,22.5,19.75,21,22,21,19.5,23.25,20,4.5,4,22
"T300117200000",316,"2017-01-30 20:00:00",2017-01-30 20:00:00,2017-01-30 20:00:00,"Mo. 30 Jan 2017","20",22.25,21,20.5,20.5,20.5,22.5,19.5,21.5,20.75,21.5,20.5,20.25,22,19.75,21,21.5,21,19.5,23,20,4.5,4,22
"T300117210000",317,"2017-01-30 21:00:00",2017-01-30 21:00:00,2017-01-30 21:00:00,"Mo. 30 Jan 2017","21",22.25,21,20.5,20.5,20.5,22.75,19.5,21.5,20.75,21.5,20.5,20.25,22,19.75,21,21.75,21,19.5,23,20,3,3,22
"T300117220000",318,"2017-01-30 22:00:00",2017-01-30 22:00:00,2017-01-30 22:00:00,"Mo. 30 Jan 2017","22",22.25,20.75,20.5,20.5,20.5,22.5,19.5,21.5,20.75,21.5,20.5,20.25,22,19.75,21,21.5,20.75,19.5,23,20,5,5,22
"T300117230000",319,"2017-01-30 23:00:00",2017-01-30 23:00:00,2017-01-30 23:00:00,"Mo. 30 Jan 2017","23",22.25,21.25,20.5,21,20.5,22.75,19.75,21.5,20.75,21.5,21,20.5,22.5,19.75,21,21.75,21,19.5,23,20,5.5,5.5,22
"T310117000000",320,"2017-01-31 00:00:00",2017-01-31 00:00:00,2017-01-31 00:00:00,"Di. 31 Jan 2017","00",22.25,21.25,20.5,21,20.5,22.75,20,21.5,20.75,21.5,21,20.5,22.5,19.75,21,21.75,21,19.5,23,20,5.5,5.5,22
"T310117010000",321,"2017-01-31 01:00:00",2017-01-31 01:00:00,2017-01-31 01:00:00,"Di. 31 Jan 2017","01",22.25,21.25,20.75,21,20.5,22.75,20,21.5,20.75,21.5,21,20.75,22.5,20,21.5,21.75,21,19.5,23,20,5.5,5.5,22
"T310117020000",322,"2017-01-31 02:00:00",2017-01-31 02:00:00,2017-01-31 02:00:00,"Di. 31 Jan 2017","02",22.25,21.25,20.5,21,20.5,22.5,20,21.5,20.75,21.5,21,20.5,22,19.75,21,21.5,21,19.5,22.75,20,4.5,4,22
"T310117030000",323,"2017-01-31 03:00:00",2017-01-31 03:00:00,2017-01-31 03:00:00,"Di. 31 Jan 2017","03",22.25,21,20.5,21,20.5,22.75,19.75,21.5,20.75,21.5,20.75,20.5,22.5,19.75,21,21.5,21,19.5,22.75,20,5,4.5,22
"T310117040000",324,"2017-01-31 04:00:00",2017-01-31 04:00:00,2017-01-31 04:00:00,"Di. 31 Jan 2017","04",22.25,21,20.5,20.75,20.5,22.75,19.75,21.5,20.75,21.5,20.5,20.5,22,19.75,21,21.5,21,19.5,23,20,5.5,5,22
"T310117050000",325,"2017-01-31 05:00:00",2017-01-31 05:00:00,2017-01-31 05:00:00,"Di. 31 Jan 2017","05",22.25,21.25,20.5,20.75,20.5,22.75,19.75,21.5,20.75,20.5,20.5,20.5,22,19.75,21,21.5,21,19.5,22.75,20,5.5,5,22
"T310117060000",326,"2017-01-31 06:00:00",2017-01-31 06:00:00,2017-01-31 06:00:00,"Di. 31 Jan 2017","06",22.25,21.25,20.5,20.75,20.5,22.75,19.5,21.5,20.75,21,20.5,20.25,22,19.75,21,21.5,21,19.5,23,20,6,5.5,22
"T310117070000",327,"2017-01-31 07:00:00",2017-01-31 07:00:00,2017-01-31 07:00:00,"Di. 31 Jan 2017","07",22.25,21.25,20.5,20.75,20.5,22.5,19.75,21.75,20.75,21.5,20.5,20.25,22,19.75,21.5,21.5,21,19,22.75,19.5,6,6,22
