"dateTimeID","messID","dt_string","datetime_lt","datetime_ct","day","hour","Log_05","Log_10","Log_11","Log_14","Log_19","Log_20","Log_22","Log_23","Log_24","Log_26","Log_27","Log_28","Log_29","Log_30","Log_31","Log_32","Log_36","Log_37","Log_39","Log_40","aussen14_1_1","aussen14_1_2","tempNum"
"T170117170000",1,"2017-01-17 17:00:00",2017-01-17 17:00:00,2017-01-17 17:00:00,"Di. 17 Jan 2017","17",21.75,19.75,19.5,19.5,19.25,22,18.5,20,19.75,19.5,19.5,19.5,21.5,18.5,20,20.75,19.75,18.5,21.75,18.5,-3.5,-4,22
"T170117180000",2,"2017-01-17 18:00:00",2017-01-17 18:00:00,2017-01-17 18:00:00,"Di. 17 Jan 2017","18",22,19.5,19.5,20,19.5,22.25,19,20,20.25,20.5,19.75,19.5,22,18.75,20.5,21,20,18.5,22.25,18.5,-3.5,-4,22
"T170117190000",3,"2017-01-17 19:00:00",2017-01-17 19:00:00,2017-01-17 19:00:00,"Di. 17 Jan 2017","19",21.75,19.25,19.5,20,19.25,22.25,18.5,19.5,20,20.5,19.5,19.5,21.5,18.5,20,20.75,20,18,22.25,18.5,-4,-4,22
"T170117200000",4,"2017-01-17 20:00:00",2017-01-17 20:00:00,2017-01-17 20:00:00,"Di. 17 Jan 2017","20",21.25,19,19.25,19.5,19,21.75,18.5,19.75,19.75,20.25,19.5,19,21,18.25,19.5,20.5,19.5,17.5,21.75,18,-3.5,-4,22
"T170117210000",5,"2017-01-17 21:00:00",2017-01-17 21:00:00,2017-01-17 21:00:00,"Di. 17 Jan 2017","21",21.25,18.75,19,19.5,18.75,21.25,18,19,19.25,20,19,19,21,18,19.5,20.25,19.25,17.5,21.25,18,-3.5,-4,22
"T170117220000",6,"2017-01-17 22:00:00",2017-01-17 22:00:00,2017-01-17 22:00:00,"Di. 17 Jan 2017","22",21,18.5,19,19.25,18.5,21.25,18,19,19.25,20,19,18.75,20.75,18,19,20,19,17.5,21.25,17.75,-4,-4,22
"T170117230000",7,"2017-01-17 23:00:00",2017-01-17 23:00:00,2017-01-17 23:00:00,"Di. 17 Jan 2017","23",20.75,18.25,19,19.25,18.5,21.25,18,18.75,19.25,20,19,18.75,20.5,18,19.5,20,19,17.5,21.25,17.75,-4,-4,22
"T180117000000",8,"2017-01-18 00:00:00",2017-01-18 00:00:00,2017-01-18 00:00:00,"Mi. 18 Jan 2017","00",20.75,18.25,18.75,19.25,18.5,21.25,18,19,19.25,20,19,18.75,20.5,18,19.5,20,19,17.5,21.25,17.75,-4,-4,22
"T180117010000",9,"2017-01-18 01:00:00",2017-01-18 01:00:00,2017-01-18 01:00:00,"Mi. 18 Jan 2017","01",20.75,18.25,18.75,19,18.5,21.25,18,18.5,19.25,19.5,18.75,18.75,20.5,17.75,19,20,19,17,21,17.5,-4,-4.5,22
"T180117020000",10,"2017-01-18 02:00:00",2017-01-18 02:00:00,2017-01-18 02:00:00,"Mi. 18 Jan 2017","02",20.75,18.25,18.75,19,18.5,21.25,18,18.75,19.25,19.5,18.75,18.75,20.5,17.75,19.5,20,19,17,21.25,17.5,-4,-4.5,22
"T180117030000",11,"2017-01-18 03:00:00",2017-01-18 03:00:00,2017-01-18 03:00:00,"Mi. 18 Jan 2017","03",20.75,18.25,18.5,19,18.5,21.25,17.75,18.5,19.25,19.5,18.75,18.5,20.5,17.75,19.25,20,19,17,21,17.5,-4.5,-4.5,22
"T180117040000",12,"2017-01-18 04:00:00",2017-01-18 04:00:00,2017-01-18 04:00:00,"Mi. 18 Jan 2017","04",20.75,18.25,18.5,19,18.5,21.25,17.75,18.5,19.25,19.5,18.75,18.5,20.5,17.75,19,20,19,17,21,17.5,-4.5,-4.5,22
"T180117050000",13,"2017-01-18 05:00:00",2017-01-18 05:00:00,2017-01-18 05:00:00,"Mi. 18 Jan 2017","05",20.75,18.25,18.5,19,18.5,21.25,17.75,18.5,19.25,18.5,18.5,18.5,20.5,17.75,19.5,20,19,17,20.75,17.5,-4.5,-4.5,22
"T180117060000",14,"2017-01-18 06:00:00",2017-01-18 06:00:00,2017-01-18 06:00:00,"Mi. 18 Jan 2017","06",20.75,18,18.5,19,18.25,21,17.75,18.5,19,19,18.5,18.5,20.5,17.75,19,19.75,19,17,20.75,17.5,-4.5,-5,22
"T180117070000",15,"2017-01-18 07:00:00",2017-01-18 07:00:00,2017-01-18 07:00:00,"Mi. 18 Jan 2017","07",20.75,18,18.5,19,18.25,20.75,17.5,18.5,19,19.5,18.5,18.5,20.5,17.5,19,19.75,18.75,17,20.75,17.25,-4.5,-5,22
"T180117080000",16,"2017-01-18 08:00:00",2017-01-18 08:00:00,2017-01-18 08:00:00,"Mi. 18 Jan 2017","08",21,18.25,18.75,19.25,18.5,21.25,18,19.5,19.25,20,19,18.75,21,17.75,19.5,20,19,17.5,21.25,17.5,-4.5,-5,24
"T180117090000",17,"2017-01-18 09:00:00",2017-01-18 09:00:00,2017-01-18 09:00:00,"Mi. 18 Jan 2017","09",20.25,18.75,19,19,18,19.75,18,19,19.25,20,18.75,18.25,19.5,18,20,20.25,19,17.5,21,17.5,-4.5,-4.5,24
"T180117100000",18,"2017-01-18 10:00:00",2017-01-18 10:00:00,2017-01-18 10:00:00,"Mi. 18 Jan 2017","10",18.75,18.5,18,18.5,17,18,17,17,18.25,19.5,17.5,17.25,18,16.5,18.5,19.5,17.5,17,18.75,16.5,-4.5,-4.5,24
"T180117110000",19,"2017-01-18 11:00:00",2017-01-18 11:00:00,2017-01-18 11:00:00,"Mi. 18 Jan 2017","11",18.75,16.75,18,18,17.25,18.5,17,17.75,18.25,18,17.75,17.5,18,16.75,17,18.25,17.25,17,18.75,17,-4,-4.5,24
"T180117120000",20,"2017-01-18 12:00:00",2017-01-18 12:00:00,2017-01-18 12:00:00,"Mi. 18 Jan 2017","12",18.75,16.5,17.5,17.5,17.25,18.5,16.5,18,17.75,17.5,17,17.25,18.25,16.5,17,18,17.5,17,18.75,17,-3.5,-3.5,24
"T180117130000",21,"2017-01-18 13:00:00",2017-01-18 13:00:00,2017-01-18 13:00:00,"Mi. 18 Jan 2017","13",19.75,17.25,18.25,18.5,17.75,19.25,16.75,19,18.25,18.25,17.5,18,19.25,17,18,18.25,18,18,19.75,17.75,-3,-3.5,24
"T180117140000",22,"2017-01-18 14:00:00",2017-01-18 14:00:00,2017-01-18 14:00:00,"Mi. 18 Jan 2017","14",20.75,18.5,19.5,19.5,18.75,20.75,18,19.5,19.25,19.75,19,19,20.25,18,19.5,19.5,18.5,18.5,21,18.5,-3,-3,24
"T180117150000",23,"2017-01-18 15:00:00",2017-01-18 15:00:00,2017-01-18 15:00:00,"Mi. 18 Jan 2017","15",20.75,18.75,19.5,19.5,19,21,18.5,19.5,19.5,20,19,19,20.5,18.25,20,20,19,19,21.25,18.5,-3,-3,24
"T180117160000",24,"2017-01-18 16:00:00",2017-01-18 16:00:00,2017-01-18 16:00:00,"Mi. 18 Jan 2017","16",20.75,18.75,19.5,19,19,20.75,18,20,19.25,20,18.5,18.75,20.5,17.75,20,19.75,19,18.5,21.25,18.5,-3,-3,24
"T180117170000",25,"2017-01-18 17:00:00",2017-01-18 17:00:00,2017-01-18 17:00:00,"Mi. 18 Jan 2017","17",21,18.75,19.5,19,19,21.25,17.5,20.25,19.25,19.5,18.5,18.75,21,17.5,20,19.75,19,18.5,21.25,18.5,-3,-3.5,22
"T180117180000",26,"2017-01-18 18:00:00",2017-01-18 18:00:00,2017-01-18 18:00:00,"Mi. 18 Jan 2017","18",21.25,19,19.25,19.5,19.25,21.75,17,20,19.25,20,18.5,18.75,21.5,17.5,20.25,20,19.5,18.5,21.75,18.5,-3,-3.5,22
"T180117190000",27,"2017-01-18 19:00:00",2017-01-18 19:00:00,2017-01-18 19:00:00,"Mi. 18 Jan 2017","19",21,19,19.25,19.25,19.25,21.75,17,20,19.25,20,18.5,18.75,21,17.25,20,20,19.5,18,21.75,18.5,-3.5,-3.5,22
"T180117200000",28,"2017-01-18 20:00:00",2017-01-18 20:00:00,2017-01-18 20:00:00,"Mi. 18 Jan 2017","20",20.5,18.75,19,19,18.75,21.25,17,19.25,19,19.5,18.5,18.5,20.5,17,19.5,19.75,19,17.5,21.25,18,-3.5,-3.5,22
"T180117210000",29,"2017-01-18 21:00:00",2017-01-18 21:00:00,2017-01-18 21:00:00,"Mi. 18 Jan 2017","21",20.5,18.25,18.75,19,18.5,20.75,17,19,18.75,19.5,18.5,18.5,20.5,17,19,19.75,19,17.5,21,18,-3.5,-3.5,22
"T180117220000",30,"2017-01-18 22:00:00",2017-01-18 22:00:00,2017-01-18 22:00:00,"Mi. 18 Jan 2017","22",20.25,18.25,18.75,19,18.5,20.75,17,18.75,18.75,19.5,18.5,18.5,20.5,17.25,19,19.75,19,17.5,21,18,-3.5,-4,22
"T180117230000",31,"2017-01-18 23:00:00",2017-01-18 23:00:00,2017-01-18 23:00:00,"Mi. 18 Jan 2017","23",20.5,18.25,18.75,19,18.5,20.75,17,18.5,18.75,19.5,18.5,18.5,20.5,17.25,19,19.75,19,17.5,21,18,-3.5,-4,22
"T190117000000",32,"2017-01-19 00:00:00",2017-01-19 00:00:00,2017-01-19 00:00:00,"Do. 19 Jan 2017","00",20.5,18.25,18.75,19,18.5,21,17.25,18.5,18.75,19.5,18.5,18.5,20.5,17.5,19.5,19.75,19,17.5,21,18,-3.5,-4,22
"T190117010000",33,"2017-01-19 01:00:00",2017-01-19 01:00:00,2017-01-19 01:00:00,"Do. 19 Jan 2017","01",20.75,18.25,18.75,19,18.5,21.25,17.25,18.5,19,19.5,18.5,18.5,20.5,17.75,19.5,20,19,17.5,21,18,-4,-4,22
"T190117020000",34,"2017-01-19 02:00:00",2017-01-19 02:00:00,2017-01-19 02:00:00,"Do. 19 Jan 2017","02",20.75,18.25,18.75,19,18.5,21,17.25,18.75,18.75,19.5,18.5,18.5,20.5,17.75,19.5,19.75,19,17.5,21,17.75,-4,-4,22
"T190117030000",35,"2017-01-19 03:00:00",2017-01-19 03:00:00,2017-01-19 03:00:00,"Do. 19 Jan 2017","03",20.75,18.25,18.75,19,18.5,21.25,17.5,18.5,19,19.5,18.75,18.5,20.5,17.75,19.5,19.75,19,17.5,21,18,-4,-4,22
"T190117040000",36,"2017-01-19 04:00:00",2017-01-19 04:00:00,2017-01-19 04:00:00,"Do. 19 Jan 2017","04",20.75,18.25,18.75,19,18.5,21.25,17.5,18.5,19,19.5,19,18.5,20.5,17.75,19.5,20,19,17.5,21,18,-4,-4,22
"T190117050000",37,"2017-01-19 05:00:00",2017-01-19 05:00:00,2017-01-19 05:00:00,"Do. 19 Jan 2017","05",20.75,18.25,18.75,19,18.5,21,17.5,18.5,19,18.5,18.5,18.5,20.5,17.75,19.5,19.75,19,17.5,20.75,17.75,-4,-4.5,22
"T190117060000",38,"2017-01-19 06:00:00",2017-01-19 06:00:00,2017-01-19 06:00:00,"Do. 19 Jan 2017","06",20.5,18,18.5,19,18.25,20.75,17.5,18.5,18.75,19,18.5,18.5,20.5,17.75,19.25,19.75,19,17.5,20.75,17.5,-4,-4.5,22
"T190117070000",39,"2017-01-19 07:00:00",2017-01-19 07:00:00,2017-01-19 07:00:00,"Do. 19 Jan 2017","07",20.5,18,18.5,19,18.25,20.75,17.5,18.5,18.75,19.25,18.5,18.5,20.5,17.5,19,19.75,18.75,17,20.75,17.5,-4.5,-4.5,22
"T190117080000",40,"2017-01-19 08:00:00",2017-01-19 08:00:00,2017-01-19 08:00:00,"Do. 19 Jan 2017","08",20.75,18.25,18.75,19,18.5,21.25,17.5,19.25,19,19.5,19,18.5,20.5,17.75,19.5,20,19,17.5,21.25,17.75,-4.5,-4.5,24
"T190117090000",41,"2017-01-19 09:00:00",2017-01-19 09:00:00,2017-01-19 09:00:00,"Do. 19 Jan 2017","09",21.25,19,19.25,19.5,19,21.75,18,20,19.25,20.5,19.25,19,21,18,20,20.5,19.25,18,21.75,18,-4.5,-4.5,24
"T190117100000",42,"2017-01-19 10:00:00",2017-01-19 10:00:00,2017-01-19 10:00:00,"Do. 19 Jan 2017","10",21.25,19,19.25,19.5,19,21.75,18,20,19.5,20,19.25,19,21,18,20.5,20.25,19.25,18,21.75,18.25,-4,-4.5,24
"T190117110000",43,"2017-01-19 11:00:00",2017-01-19 11:00:00,2017-01-19 11:00:00,"Do. 19 Jan 2017","11",21.25,19,19.5,19.5,19,21.75,18.25,19.75,19.75,20.5,19.5,19.25,21,18.25,20.5,20.5,19.5,18.5,21.75,18.5,-4,-4,24
"T190117120000",44,"2017-01-19 12:00:00",2017-01-19 12:00:00,2017-01-19 12:00:00,"Do. 19 Jan 2017","12",20.75,18.75,18.75,19,18.5,21.25,18,19.5,19.25,20,19,19,21,18,20,20,19,18,20.75,18.25,-4,-4,24
"T190117130000",45,"2017-01-19 13:00:00",2017-01-19 13:00:00,2017-01-19 13:00:00,"Do. 19 Jan 2017","13",21,19,19,19.5,18.75,21.25,18,19.5,19.25,20,19,19.25,21,18.25,20,20.5,19,18.5,20.75,18.5,-3.5,-4,24
"T190117140000",46,"2017-01-19 14:00:00",2017-01-19 14:00:00,2017-01-19 14:00:00,"Do. 19 Jan 2017","14",21.75,19.75,20,20.5,19.5,22.25,19,20.5,20.25,21,20,20,22,19,21.5,21,20,19,22.25,19.25,-3.5,-3.5,24
"T190117150000",47,"2017-01-19 15:00:00",2017-01-19 15:00:00,2017-01-19 15:00:00,"Do. 19 Jan 2017","15",22.25,20,20.25,20.5,19.75,22.5,19,20,20.5,21,20.5,20.25,22,19.25,21.5,21.25,20,19.5,22.25,19.5,-4,-4,24
"T190117160000",48,"2017-01-19 16:00:00",2017-01-19 16:00:00,2017-01-19 16:00:00,"Do. 19 Jan 2017","16",21.75,19.75,20,20.25,19.75,22.25,19,20.5,20.25,21,20,20,22,19,21,21,20,19,22.25,19,-4,-4,24
"T190117170000",49,"2017-01-19 17:00:00",2017-01-19 17:00:00,2017-01-19 17:00:00,"Do. 19 Jan 2017","17",21.75,19.75,19.5,20,19.5,22.25,18.5,20,20,20,19.75,19.5,22,18.75,20.5,21,19.5,19,22,19,-4,-4.5,22
"T190117180000",50,"2017-01-19 18:00:00",2017-01-19 18:00:00,2017-01-19 18:00:00,"Do. 19 Jan 2017","18",22,19.75,19.75,20.25,19.75,22.75,19,20,20.25,20.5,20,19.75,22,19,21,21.25,20,19,22.75,19,-4,-4.5,22
"T190117190000",51,"2017-01-19 19:00:00",2017-01-19 19:00:00,2017-01-19 19:00:00,"Do. 19 Jan 2017","19",21.75,19.75,19.75,20,19.75,22.25,18.75,19.75,20.25,21,20,19.75,22,18.75,21,21,20,18.5,22.5,19,-4.5,-4.5,22
"T190117200000",52,"2017-01-19 20:00:00",2017-01-19 20:00:00,2017-01-19 20:00:00,"Do. 19 Jan 2017","20",21.5,19.25,19.5,20,19.25,21.75,18.5,19.25,19.75,20.5,19.5,19.25,21.5,18.5,20.5,20.75,19.5,18,21.75,18.5,-4.5,-4.5,22
"T190117210000",53,"2017-01-19 21:00:00",2017-01-19 21:00:00,2017-01-19 21:00:00,"Do. 19 Jan 2017","21",21.25,18.75,19,19.5,19,21.75,18,19,19.75,20,19.5,19.25,21,18.25,20,20.5,19.5,18,21.75,18.25,-4.5,-4.5,22
"T190117220000",54,"2017-01-19 22:00:00",2017-01-19 22:00:00,2017-01-19 22:00:00,"Do. 19 Jan 2017","22",21.25,18.75,19,19.5,19,21.75,18,18.75,19.75,20,19.25,19,21,18.25,20,20.5,19.25,18,21.75,18.25,-4.5,-4.5,22
"T190117230000",55,"2017-01-19 23:00:00",2017-01-19 23:00:00,2017-01-19 23:00:00,"Do. 19 Jan 2017","23",21.25,18.75,19,19.5,19,21.5,18,18.75,19.5,20,19,19,21,18.25,20,20.5,19.25,18,21.75,18,-4.5,-5,22
"T200117000000",56,"2017-01-20 00:00:00",2017-01-20 00:00:00,2017-01-20 00:00:00,"Fr. 20 Jan 2017","00",21.25,18.5,19,19.5,19,21.5,18,19.25,19.25,20,19,19,21,18,19.75,20.25,19.25,18,21.5,18,-5,-5,22
"T200117010000",57,"2017-01-20 01:00:00",2017-01-20 01:00:00,2017-01-20 01:00:00,"Fr. 20 Jan 2017","01",21,18.25,19,19.5,18.75,21.25,18,18.75,19.25,20,19,19,21,18,19.5,20.25,19,17.75,21.25,18,-5,-5,22
"T200117020000",58,"2017-01-20 02:00:00",2017-01-20 02:00:00,2017-01-20 02:00:00,"Fr. 20 Jan 2017","02",21,18.75,19,19.5,19,21.5,18,19,19.25,20,19,19,21,18,20,20.25,19.25,18,21.75,18,-5,-5,22
"T200117030000",59,"2017-01-20 03:00:00",2017-01-20 03:00:00,2017-01-20 03:00:00,"Fr. 20 Jan 2017","03",21.25,18.75,19,19.5,19,21.5,18,19,19.5,20,19.25,19,21,18.25,20,20.5,19.25,18,21.75,18.25,-5,-5,22
"T200117040000",60,"2017-01-20 04:00:00",2017-01-20 04:00:00,2017-01-20 04:00:00,"Fr. 20 Jan 2017","04",21.25,18.75,19,19.5,19,21.5,18,18.75,19.75,20,19,19,21,18.25,20,20.5,19.25,18,21.75,18.25,-5,-5,22
"T200117050000",61,"2017-01-20 05:00:00",2017-01-20 05:00:00,2017-01-20 05:00:00,"Fr. 20 Jan 2017","05",21.25,18.5,19,19.25,19,21.5,18,18.75,19.5,19,19,19,21,18,20,20.25,19.25,18,21.25,18,-5,-5.5,22
"T200117060000",62,"2017-01-20 06:00:00",2017-01-20 06:00:00,2017-01-20 06:00:00,"Fr. 20 Jan 2017","06",21,18.5,19,19.5,19,21.25,18,18.5,19.25,19.5,19,19,21,18,20,20.25,19,18,21.25,18,-5,-5.5,22
"T200117070000",63,"2017-01-20 07:00:00",2017-01-20 07:00:00,2017-01-20 07:00:00,"Fr. 20 Jan 2017","07",21,18.25,19,19.5,19,21.5,18,18.5,19.25,20,19,19,21,18,20,20.25,19,17.5,21.25,18,-5,-5.5,22
"T200117080000",64,"2017-01-20 08:00:00",2017-01-20 08:00:00,2017-01-20 08:00:00,"Fr. 20 Jan 2017","08",21.5,18.75,19.5,20,19.25,22.25,18.5,20,19.75,20.5,19.5,19.25,21.5,18.25,20.25,20.75,19.5,18.5,22.25,18.5,-5,-5.5,24
"T200117090000",65,"2017-01-20 09:00:00",2017-01-20 09:00:00,2017-01-20 09:00:00,"Fr. 20 Jan 2017","09",22,19.5,20,20.25,19.5,22.5,18.5,20.5,20.25,21,20,19.75,22,18.75,21,21,20,18.5,22.75,18.75,-5,-5,24
"T200117100000",66,"2017-01-20 10:00:00",2017-01-20 10:00:00,2017-01-20 10:00:00,"Fr. 20 Jan 2017","10",22,19.75,20,20.25,19.5,22.25,19,20.25,20.25,21,20,19.75,22,18.75,21,21,20,19,22.5,19,-4.5,-5,24
"T200117110000",67,"2017-01-20 11:00:00",2017-01-20 11:00:00,2017-01-20 11:00:00,"Fr. 20 Jan 2017","11",22,19.75,20,20.5,19.75,22.25,19,20.5,20.25,21,20,20,22,19,21.5,21,20,19,22.25,19,-4,-4,24
"T200117120000",68,"2017-01-20 12:00:00",2017-01-20 12:00:00,2017-01-20 12:00:00,"Fr. 20 Jan 2017","12",21.75,19.5,19.5,20,19.5,22.25,18.75,20.5,20.25,20.5,20,20,22,19,21,21,19.75,19,21.75,19,-3.5,-3.5,24
"T200117130000",69,"2017-01-20 13:00:00",2017-01-20 13:00:00,2017-01-20 13:00:00,"Fr. 20 Jan 2017","13",22,19.75,20,20.5,19.5,22.25,19,20.5,20.25,21,20,20.25,22,19.25,21,21.25,20,19.5,22,19.5,-3.5,-3.5,24
"T200117140000",70,"2017-01-20 14:00:00",2017-01-20 14:00:00,2017-01-20 14:00:00,"Fr. 20 Jan 2017","14",22.75,20.75,21,21.5,20.25,23.25,19.5,21,21.25,22,21,21,22.5,19.75,22.5,22,20.5,20,23.25,20,-3.5,-3.5,24
"T200117150000",71,"2017-01-20 15:00:00",2017-01-20 15:00:00,2017-01-20 15:00:00,"Fr. 20 Jan 2017","15",22.75,20.75,21,21.5,20.5,23.25,20,20.5,21.25,22,21,21,22.75,20,22.25,22,20.5,20,23,20,-3.5,-4,24
"T200117160000",72,"2017-01-20 16:00:00",2017-01-20 16:00:00,2017-01-20 16:00:00,"Fr. 20 Jan 2017","16",22.75,20.25,20.5,21,20.25,22.75,19.5,21,20.75,21.5,20.75,20.75,22.5,19.5,22,21.75,20.5,19.5,22.75,19.5,-4,-4,24
"T200117170000",73,"2017-01-20 17:00:00",2017-01-20 17:00:00,2017-01-20 17:00:00,"Fr. 20 Jan 2017","17",22.25,20,20,20.25,20,22.75,19,20.25,20.5,20.5,20,20,22.5,19,21,21.5,20,19,22.5,19.5,-4.5,-4.5,22
"T200117180000",74,"2017-01-20 18:00:00",2017-01-20 18:00:00,2017-01-20 18:00:00,"Fr. 20 Jan 2017","18",22.5,20,20,20.75,20.25,23,19.25,20,20.75,21,20.5,20.25,22.5,19.25,21,21.5,20.5,19,22.75,19.5,-5,-5,22
"T200117190000",75,"2017-01-20 19:00:00",2017-01-20 19:00:00,2017-01-20 19:00:00,"Fr. 20 Jan 2017","19",22.25,19.75,20,20.5,20,22.75,19,19.75,20.5,21,20,20,22,19,21,21.5,20,19,22.75,19,-5,-5.5,22
"T200117200000",76,"2017-01-20 20:00:00",2017-01-20 20:00:00,2017-01-20 20:00:00,"Fr. 20 Jan 2017","20",21.75,19.25,19.5,20,19.5,22.25,19,19.5,20.25,21,20,19.75,22,18.75,20.5,21,20,18.5,22.25,18.75,-5.5,-5.5,22
"T200117210000",77,"2017-01-20 21:00:00",2017-01-20 21:00:00,2017-01-20 21:00:00,"Fr. 20 Jan 2017","21",21.5,19,19.5,20,19.5,22,18.5,19,19.75,20.5,19.5,19.5,21.5,18.5,20,21,19.75,18.5,21.75,18.5,-5.5,-5.5,22
"T200117220000",78,"2017-01-20 22:00:00",2017-01-20 22:00:00,2017-01-20 22:00:00,"Fr. 20 Jan 2017","22",21.5,18.75,19.5,20,19.25,21.75,18.5,19,19.75,20.5,19.5,19.25,21.5,18.5,20,20.75,19.5,18,21.75,18.5,-5.5,-5.5,22
"T200117230000",79,"2017-01-20 23:00:00",2017-01-20 23:00:00,2017-01-20 23:00:00,"Fr. 20 Jan 2017","23",21.5,18.75,19.25,20,19.25,21.75,18.5,19,19.75,20.5,19.5,19.25,21.5,18.5,20,20.75,19.5,18,21.75,18.5,-5.5,-6,22
"T210117000000",80,"2017-01-21 00:00:00",2017-01-21 00:00:00,2017-01-21 00:00:00,"Sa. 21 Jan 2017","00",21.25,18.75,19.25,20,19.25,21.75,18.5,19.25,19.75,20.5,19.5,19.25,21.5,18.5,20,20.5,19.5,18,21.75,18.5,-5.5,-6,22
"T210117010000",81,"2017-01-21 01:00:00",2017-01-21 01:00:00,2017-01-21 01:00:00,"Sa. 21 Jan 2017","01",21.25,18.75,19.25,19.75,19,21.75,18.5,19,19.75,20.5,19.5,19.25,21.5,18.25,20,20.5,19.5,18,21.75,18.25,-5.5,-6,22
"T210117020000",82,"2017-01-21 02:00:00",2017-01-21 02:00:00,2017-01-21 02:00:00,"Sa. 21 Jan 2017","02",21.25,18.75,19.25,19.75,19,21.75,18.5,19,19.75,20.5,19.5,19.25,21.5,18.25,20,20.5,19.5,18,21.75,18.5,-5.5,-5.5,22
"T210117030000",83,"2017-01-21 03:00:00",2017-01-21 03:00:00,2017-01-21 03:00:00,"Sa. 21 Jan 2017","03",21.25,18.75,19.25,19.75,19,21.75,18.5,19,19.75,20.5,19.5,19.25,21.5,18.25,20,20.5,19.5,18,21.75,18.5,-5.5,-5.5,22
"T210117040000",84,"2017-01-21 04:00:00",2017-01-21 04:00:00,2017-01-21 04:00:00,"Sa. 21 Jan 2017","04",21.25,18.75,19.25,19.75,19,21.75,18.5,19,19.75,20.5,19.5,19.25,21.5,18.25,20,20.5,19.5,18,21.75,18.5,-5.5,-6,22
"T210117050000",85,"2017-01-21 05:00:00",2017-01-21 05:00:00,2017-01-21 05:00:00,"Sa. 21 Jan 2017","05",21.25,18.75,19,19.5,19,21.75,18.5,19,19.75,19,19.25,19.25,21,18.25,20,20.5,19.5,18,21.75,18.25,-5.5,-5.5,22
"T210117060000",86,"2017-01-21 06:00:00",2017-01-21 06:00:00,2017-01-21 06:00:00,"Sa. 21 Jan 2017","06",21.25,18.75,19,19.5,19,21.75,18.5,18.75,19.75,19.5,19.25,19.25,21,18.25,20,20.5,19.5,18,21.75,18.5,-5.5,-5.5,22
"T210117070000",87,"2017-01-21 07:00:00",2017-01-21 07:00:00,2017-01-21 07:00:00,"Sa. 21 Jan 2017","07",21.25,18.75,19,19.75,19,21.75,18.5,19,19.75,20,19.5,19.25,21.5,18.25,20,20.5,19.5,18,21.75,18,-5.5,-5.5,22
"T210117080000",88,"2017-01-21 08:00:00",2017-01-21 08:00:00,2017-01-21 08:00:00,"Sa. 21 Jan 2017","08",21.75,19.25,19.5,20,19.5,22.5,18.5,19.75,20,20.5,19.75,19.5,22,18.75,20.5,21,20,18.5,22.25,18.5,-5.5,-5.5,24
"T210117090000",89,"2017-01-21 09:00:00",2017-01-21 09:00:00,2017-01-21 09:00:00,"Sa. 21 Jan 2017","09",20.75,19,19,19,18.75,20.25,18,18.5,19.25,19.5,19,18.75,19.5,18,18.5,20,18.5,17.5,20.75,18,-5.5,-5.5,24
"T210117100000",90,"2017-01-21 10:00:00",2017-01-21 10:00:00,2017-01-21 10:00:00,"Sa. 21 Jan 2017","10",20.25,18.25,18.75,19.5,18.5,20.25,18.5,18.75,19.25,19,19,18.75,19,18.25,18.5,19.75,18.5,18,20.75,18,-4.5,-5,24
"T210117110000",91,"2017-01-21 11:00:00",2017-01-21 11:00:00,2017-01-21 11:00:00,"Sa. 21 Jan 2017","11",20.75,18.25,19,19.5,18.75,20.75,18.75,19.25,19.75,19.5,19.5,19,19.5,18.75,19,20,18.5,18.5,21.25,18.5,-4,-4.5,24
"T210117120000",92,"2017-01-21 12:00:00",2017-01-21 12:00:00,2017-01-21 12:00:00,"Sa. 21 Jan 2017","12",20.25,18.5,19,19,18.5,20.5,18,19.5,19.25,19.5,19,18.75,20,18,19,19.5,18.5,19,21.5,18.5,-4,-4,24
"T210117130000",93,"2017-01-21 13:00:00",2017-01-21 13:00:00,2017-01-21 13:00:00,"Sa. 21 Jan 2017","13",21.25,19.25,19.75,19.5,19,21.5,18.5,20.25,19.75,20.5,19.5,19.25,20.75,18.5,20.25,20,19,19.5,22,19.25,-3.5,-4,24
"T210117140000",94,"2017-01-21 14:00:00",2017-01-21 14:00:00,2017-01-21 14:00:00,"Sa. 21 Jan 2017","14",22.5,20.75,21,21.5,20.25,22.75,20,21,21.25,22,21,20.75,22,20.25,22,21.5,20.5,20.25,23.25,20.5,-3,-3,24
"T210117150000",95,"2017-01-21 15:00:00",2017-01-21 15:00:00,2017-01-21 15:00:00,"Sa. 21 Jan 2017","15",22.75,21,21.5,21.5,20.5,23.25,20.25,21,21.25,22.5,21.5,21,22.25,20.25,22.5,22,20.5,20.5,23.5,20.5,-3,-3,24
"T210117160000",96,"2017-01-21 16:00:00",2017-01-21 16:00:00,2017-01-21 16:00:00,"Sa. 21 Jan 2017","16",22.75,20.75,21,21.5,20.5,23,20,21,21.25,22,21,20.75,22.25,19.75,22.25,21.5,20.5,20.5,23.25,20.25,-3.5,-3.5,24
"T210117170000",97,"2017-01-21 17:00:00",2017-01-21 17:00:00,2017-01-21 17:00:00,"Sa. 21 Jan 2017","17",22.25,20.25,20.25,20.5,20,22.5,19,20.75,20.75,20.5,20.25,20,22,19,21.5,21.25,20,19.5,22.75,19.5,-4,-4,22
